FECHA,CIUDAD,NUM_CONTADOR
2021-09-02,STA.COLOMA GRAMENET,461059
2021-09-02,CASTELLDEFELS,628675
2021-09-02,TORRELLES LLOBREGAT,59370
2021-09-02,CERDANYOLA,365455
2021-09-02,SANT FELIU LL.,507868
2021-09-02,MONTCADA I REIXAC,285815
2021-09-02,MONTGAT,95682
2021-09-02,EL PAPIOL,48062
2021-09-02,BARCELONA,155914340
2021-09-02,SANT JUST DESVERN,125513
2021-09-02,LES BOTIGUES SITGES,8012
2021-09-02,BEGUES,78941
2021-09-02,SANT JOAN DESPI,376581
2021-09-02,SANT CUGAT,176
2021-09-03,SABADELL,252
2021-09-03,SANT BOI,720616
2021-09-03,GAVA,483692
2021-09-03,STA.COLOMA CERVELLO,26982
2021-09-03,EL PAPIOL,48062
2021-09-03,STA.COLOMA GRAMENET,461103
2021-09-03,TORRELLES LLOBREGAT,59370
2021-09-03,CERDANYOLA,365455
2021-09-03,MONTCADA I REIXAC,285801
2021-09-03,SANT FELIU LL.,507775
2021-09-03,VILADECANS,629329
2021-09-03,SANT CUGAT,176
2021-09-03,LA LLAGOSTA,267
2021-09-03,ESPLUGUES,306900
2021-09-03,BARCELONA,155968690
2021-09-03,SANT JOAN DESPI,376532
2021-09-03,SANT CLIMENT LLOB.,44233
2021-09-03,PALLEJA,92508
2021-09-03,CASTELLDEFELS,628631
2021-09-03,BADIA,133
2021-09-03,SANT JUST DESVERN,125548
2021-09-03,BEGUES,78941
2021-09-03,BADALONA,835565
2021-09-03,TIANA,51
2021-09-03,LES BOTIGUES SITGES,8012
2021-09-03,MONTGAT,95682
2021-09-03,SANT ADRIA,340381
2021-09-03,CORNELLA,405013
2021-09-03,L'HOSPITALET LLOBR.,16994388
2021-09-04,LA LLAGOSTA,267
2021-09-04,SANT BOI,721065
2021-09-04,ESPLUGUES,306725
2021-09-04,MONTCADA I REIXAC,285780
2021-09-04,VILADECANS,629186
2021-09-04,CASTELLDEFELS,628576
2021-09-04,BARCELONA,155947110
2021-09-04,BADALONA,835560
2021-09-04,SANT JOAN DESPI,376546
2021-09-04,CERDANYOLA,365439
2021-09-04,STA.COLOMA GRAMENET,461103
2021-09-04,SABADELL,252
2021-09-04,STA.COLOMA CERVELLO,26998
2021-09-04,CORNELLA,404955
2021-09-04,SANT FELIU LL.,507742
2021-09-04,SANT ADRIA,340304
2021-09-04,EL PAPIOL,48062
2021-09-04,BEGUES,78941
2021-09-04,SANT CLIMENT LLOB.,44206
2021-09-04,PALLEJA,92508
2021-09-04,TIANA,51
2021-09-04,TORRELLES LLOBREGAT,59370
2021-09-04,GAVA,484193
2021-09-04,MONTGAT,95682
2021-09-04,LES BOTIGUES SITGES,8012
2021-09-04,BADIA,133
2021-09-04,SANT CUGAT,176
2021-09-04,L'HOSPITALET LLOBR.,16964964
2021-09-04,SANT JUST DESVERN,125548
2021-09-05,SANT JOAN DESPI,376546
2021-09-05,SANT CUGAT,176
2021-09-05,SANT CLIMENT LLOB.,44206
2021-09-05,GAVA,484185
2021-09-05,SANT JUST DESVERN,125548
2021-09-05,BADIA,133
2021-09-05,BARCELONA,155942710
2021-09-05,MONTGAT,95647
2021-09-05,TIANA,51
2021-09-05,TORRELLES LLOBREGAT,59370
2021-09-05,BEGUES,78907
2021-09-05,LES BOTIGUES SITGES,8012
2021-09-05,L'HOSPITALET LLOBR.,16963980
2021-09-05,EL PAPIOL,48062
2021-09-05,SANT FELIU LL.,507742
2021-09-05,BADALONA,835576
2021-09-05,LA LLAGOSTA,267
2021-09-05,CERDANYOLA,365439
2021-09-05,ESPLUGUES,306725
2021-09-05,MONTCADA I REIXAC,285783
2021-09-05,VILADECANS,629186
2021-09-05,SANT BOI,721014
2021-09-05,STA.COLOMA CERVELLO,26998
2021-09-05,CASTELLDEFELS,628529
2021-09-05,STA.COLOMA GRAMENET,461103
2021-09-05,PALLEJA,92508
2021-09-05,CORNELLA,404955
2021-09-05,SABADELL,252
2021-09-05,SANT ADRIA,340281
2021-09-06,SANT CUGAT,176
2021-09-06,MONTGAT,95647
2021-09-06,BARCELONA,155940850
2021-09-06,L'HOSPITALET LLOBR.,16962708
2021-09-06,SANT JOAN DESPI,376512
2021-09-06,SANT JUST DESVERN,125548
2021-09-06,LES BOTIGUES SITGES,8012
2021-09-06,GAVA,484159
2021-09-06,LA LLAGOSTA,267
2021-09-06,SANT CLIMENT LLOB.,44206
2021-09-06,BEGUES,78836
2021-09-06,TORRELLES LLOBREGAT,59370
2021-09-06,TIANA,51
2021-09-06,SABADELL,126
2021-09-06,CORNELLA,404955
2021-09-06,SANT ADRIA,340295
2021-09-06,VILADECANS,629186
2021-09-06,ESPLUGUES,306725
2021-09-06,BADALONA,835545
2021-09-06,CERDANYOLA,365439
2021-09-06,MONTCADA I REIXAC,285783
2021-09-06,STA.COLOMA CERVELLO,26998
2021-09-06,EL PAPIOL,48062
2021-09-06,BADIA,133
2021-09-06,STA.COLOMA GRAMENET,461069
2021-09-06,CASTELLDEFELS,628454
2021-09-06,SANT BOI,721014
2021-09-06,SANT FELIU LL.,507742
2021-09-06,PALLEJA,92508
2021-09-07,VILADECANS,629127
2021-09-07,TIANA,51
2021-09-07,LA LLAGOSTA,267
2021-09-07,BADALONA,838362
2021-09-07,ESPLUGUES,307422
2021-09-07,CORNELLA,405330
2021-09-07,L'HOSPITALET LLOBR.,16962438
2021-09-07,EL PAPIOL,48062
2021-09-07,SANT FELIU LL.,507712
2021-09-07,SANT ADRIA,340295
2021-09-07,SABADELL,126
2021-09-07,PALLEJA,92542
2021-09-07,SANT JOAN DESPI,376512
2021-09-07,MONTGAT,95662
2021-09-07,CERDANYOLA,372440
2021-09-07,STA.COLOMA GRAMENET,461104
2021-09-07,BADIA,133
2021-09-07,STA.COLOMA CERVELLO,26998
2021-09-07,CASTELLDEFELS,628409
2021-09-07,MONTCADA I REIXAC,285783
2021-09-07,GAVA,484153
2021-09-07,TORRELLES LLOBREGAT,59370
2021-09-07,BARCELONA,156057610
2021-09-07,SANT BOI,721014
2021-09-07,SANT JUST DESVERN,125607
2021-09-07,SANT CUGAT,176
2021-09-07,BEGUES,78827
2021-09-07,SANT CLIMENT LLOB.,44219
2021-09-07,LES BOTIGUES SITGES,8012
2021-09-08,BADIA,133
2021-09-08,CORNELLA,405407
2021-09-08,L'HOSPITALET LLOBR.,16962318
2021-09-08,SANT FELIU LL.,507712
2021-09-08,EL PAPIOL,48062
2021-09-08,SANT ADRIA,340295
2021-09-08,SABADELL,126
2021-09-08,PALLEJA,92542
2021-09-08,SANT CLIMENT LLOB.,44232
2021-09-08,SANT JOAN DESPI,376504
2021-09-08,SANT CUGAT,176
2021-09-08,ESPLUGUES,308259
2021-09-08,BADALONA,838404
2021-09-08,VILADECANS,629122
2021-09-08,LA LLAGOSTA,267
2021-09-08,TIANA,51
2021-09-08,BEGUES,78827
2021-09-08,LES BOTIGUES SITGES,8012
2021-09-08,SANT JUST DESVERN,125607
2021-09-08,CASTELLDEFELS,628431
2021-09-08,CERDANYOLA,377041
2021-09-08,STA.COLOMA GRAMENET,461154
2021-09-08,SANT BOI,725017
2021-09-08,BARCELONA,156129250
2021-09-08,TORRELLES LLOBREGAT,59370
2021-09-08,STA.COLOMA CERVELLO,26998
2021-09-08,GAVA,484231
2021-09-08,MONTGAT,95555
2021-09-08,MONTCADA I REIXAC,285783
2021-09-09,BARCELONA,156214790
2021-09-09,VILADECANS,629122
2021-09-09,SANT JOAN DESPI,376504
2021-09-09,SANT JUST DESVERN,125607
2021-09-09,ESPLUGUES,308998
2021-09-09,LA LLAGOSTA,267
2021-09-09,SANT CUGAT,176
2021-09-09,GAVA,484254
2021-09-09,STA.COLOMA CERVELLO,26998
2021-09-09,EL PAPIOL,48062
2021-09-09,MONTCADA I REIXAC,285795
2021-09-09,STA.COLOMA GRAMENET,461186
2021-09-09,SANT FELIU LL.,507712
2021-09-09,CERDANYOLA,387902
2021-09-09,TORRELLES LLOBREGAT,59370
2021-09-09,CASTELLDEFELS,628443
2021-09-09,SANT BOI,725017
2021-09-09,L'HOSPITALET LLOBR.,16962768
2021-09-09,SABADELL,126
2021-09-09,SANT ADRIA,353154
2021-09-09,CORNELLA,405835
2021-09-09,MONTGAT,95555
2021-09-09,BEGUES,78827
2021-09-09,SANT CLIMENT LLOB.,44232
2021-09-09,LES BOTIGUES SITGES,8027
2021-09-09,BADALONA,838432
2021-09-09,TIANA,51
2021-09-09,BADIA,133
2021-09-09,PALLEJA,92542
2021-09-10,MONTGAT,95587
2021-09-10,LES BOTIGUES SITGES,8027
2021-09-10,SANT CLIMENT LLOB.,44243
2021-09-10,CORNELLA,405880
2021-09-10,L'HOSPITALET LLOBR.,16962900
2021-09-10,TIANA,51
2021-09-10,SANT BOI,728544
2021-09-10,BADIA,133
2021-09-10,SANT JUST DESVERN,125678
2021-09-10,BEGUES,78776
2021-09-10,PALLEJA,92565
2021-09-10,CASTELLDEFELS,628443
2021-09-10,LA LLAGOSTA,267
2021-09-10,BADALONA,840634
2021-09-10,ESPLUGUES,309826
2021-09-10,MONTCADA I REIXAC,285807
2021-09-10,BARCELONA,156265570
2021-09-10,VILADECANS,629138
2021-09-10,SANT CUGAT,176
2021-09-10,SANT JOAN DESPI,376500
2021-09-10,SANT ADRIA,355964
2021-09-10,SABADELL,126
2021-09-10,EL PAPIOL,48062
2021-09-10,SANT FELIU LL.,507725
2021-09-10,CERDANYOLA,387930
2021-09-10,TORRELLES LLOBREGAT,59370
2021-09-10,GAVA,484267
2021-09-10,STA.COLOMA CERVELLO,26998
2021-09-10,STA.COLOMA GRAMENET,463468
2021-09-11,BEGUES,78776
2021-09-11,L'HOSPITALET LLOBR.,16960938
2021-09-11,LES BOTIGUES SITGES,8027
2021-09-11,GAVA,484286
2021-09-11,BADIA,133
2021-09-11,TORRELLES LLOBREGAT,59370
2021-09-11,SANT CLIMENT LLOB.,44243
2021-09-11,SANT JUST DESVERN,125674
2021-09-11,SANT JOAN DESPI,376500
2021-09-11,SANT CUGAT,176
2021-09-11,MONTGAT,95587
2021-09-11,TIANA,51
2021-09-11,CORNELLA,407926
2021-09-11,EL PAPIOL,48062
2021-09-11,SANT FELIU LL.,507710
2021-09-11,SANT ADRIA,355964
2021-09-11,STA.COLOMA CERVELLO,26998
2021-09-11,PALLEJA,92565
2021-09-11,CASTELLDEFELS,628443
2021-09-11,BADALONA,842906
2021-09-11,BARCELONA,156265820
2021-09-11,MONTCADA I REIXAC,285821
2021-09-11,SABADELL,126
2021-09-11,CERDANYOLA,387973
2021-09-11,STA.COLOMA GRAMENET,465219
2021-09-11,LA LLAGOSTA,267
2021-09-11,ESPLUGUES,310487
2021-09-11,SANT BOI,728544
2021-09-11,VILADECANS,629147
2021-09-12,LES BOTIGUES SITGES,8027
2021-09-12,GAVA,484286
2021-09-12,TORRELLES LLOBREGAT,59370
2021-09-12,BEGUES,78776
2021-09-12,VILADECANS,629147
2021-09-12,CORNELLA,407926
2021-09-12,ESPLUGUES,310531
2021-09-12,LA LLAGOSTA,267
2021-09-12,SANT ADRIA,355978
2021-09-12,SABADELL,126
2021-09-12,BADIA,133
2021-09-12,PALLEJA,92581
2021-09-12,SANT BOI,728544
2021-09-12,STA.COLOMA CERVELLO,26998
2021-09-12,CASTELLDEFELS,628443
2021-09-12,STA.COLOMA GRAMENET,465191
2021-09-12,SANT FELIU LL.,507710
2021-09-12,MONTCADA I REIXAC,285836
2021-09-12,BADALONA,842906
2021-09-12,CERDANYOLA,387999
2021-09-12,SANT JUST DESVERN,125674
2021-09-12,EL PAPIOL,48062
2021-09-12,MONTGAT,95587
2021-09-12,SANT CUGAT,176
2021-09-12,TIANA,51
2021-09-12,SANT CLIMENT LLOB.,44243
2021-09-12,L'HOSPITALET LLOBR.,16961310
2021-09-12,SANT JOAN DESPI,376500
2021-09-12,BARCELONA,156266250
2021-09-13,PALLEJA,92581
2021-09-13,CERDANYOLA,387999
2021-09-13,BADIA,133
2021-09-13,STA.COLOMA GRAMENET,465209
2021-09-13,STA.COLOMA CERVELLO,26998
2021-09-13,SANT FELIU LL.,507710
2021-09-13,EL PAPIOL,48062
2021-09-13,SABADELL,126
2021-09-13,SANT ADRIA,355978
2021-09-13,LA LLAGOSTA,267
2021-09-13,TIANA,51
2021-09-13,BADALONA,842922
2021-09-13,CORNELLA,407926
2021-09-13,BEGUES,78776
2021-09-13,TORRELLES LLOBREGAT,59370
2021-09-13,GAVA,484286
2021-09-13,SANT CLIMENT LLOB.,44243
2021-09-13,VILADECANS,629147
2021-09-13,ESPLUGUES,310531
2021-09-13,LES BOTIGUES SITGES,8027
2021-09-13,SANT JUST DESVERN,125691
2021-09-13,SANT BOI,728544
2021-09-13,CASTELLDEFELS,628443
2021-09-13,L'HOSPITALET LLOBR.,16961394
2021-09-13,SANT JOAN DESPI,376500
2021-09-13,SANT CUGAT,176
2021-09-13,BARCELONA,156272500
2021-09-13,MONTGAT,95587
2021-09-13,MONTCADA I REIXAC,285836
2021-09-14,SANT JUST DESVERN,126186
2021-09-14,SANT BOI,728605
2021-09-14,MONTGAT,95602
2021-09-14,CERDANYOLA,387999
2021-09-14,BEGUES,78776
2021-09-14,LES BOTIGUES SITGES,8027
2021-09-14,SANT CUGAT,176
2021-09-14,SANT JOAN DESPI,376500
2021-09-14,MONTCADA I REIXAC,285836
2021-09-14,CASTELLDEFELS,628431
2021-09-14,BARCELONA,156335430
2021-09-14,GAVA,486512
2021-09-14,TORRELLES LLOBREGAT,59370
2021-09-14,LA LLAGOSTA,267
2021-09-14,BADIA,133
2021-09-14,STA.COLOMA CERVELLO,26998
2021-09-14,EL PAPIOL,48062
2021-09-14,CORNELLA,408184
2021-09-14,SANT FELIU LL.,507739
2021-09-14,SANT ADRIA,355992
2021-09-14,STA.COLOMA GRAMENET,467313
2021-09-14,SABADELL,126
2021-09-14,L'HOSPITALET LLOBR.,16961184
2021-09-14,ESPLUGUES,310673
2021-09-14,VILADECANS,629147
2021-09-14,SANT CLIMENT LLOB.,44243
2021-09-14,TIANA,51
2021-09-14,PALLEJA,92597
2021-09-14,BADALONA,844804
2021-09-15,L'HOSPITALET LLOBR.,16961766
2021-09-15,SABADELL,126
2021-09-15,LA LLAGOSTA,267
2021-09-15,SANT ADRIA,355992
2021-09-15,CORNELLA,408438
2021-09-15,VILADECANS,629170
2021-09-15,ESPLUGUES,310673
2021-09-15,LES BOTIGUES SITGES,8027
2021-09-15,BADALONA,844865
2021-09-15,TIANA,51
2021-09-15,SANT CLIMENT LLOB.,44243
2021-09-15,PALLEJA,92597
2021-09-15,SANT JOAN DESPI,376500
2021-09-15,BADIA,133
2021-09-15,BARCELONA,156416590
2021-09-15,SANT CUGAT,176
2021-09-15,BEGUES,78806
2021-09-15,SANT JUST DESVERN,126186
2021-09-15,SANT BOI,728605
2021-09-15,CASTELLDEFELS,628445
2021-09-15,STA.COLOMA GRAMENET,467345
2021-09-15,TORRELLES LLOBREGAT,59370
2021-09-15,SANT FELIU LL.,507813
2021-09-15,MONTGAT,95648
2021-09-15,STA.COLOMA CERVELLO,26998
2021-09-15,GAVA,486504
2021-09-15,CERDANYOLA,390786
2021-09-15,EL PAPIOL,48062
2021-09-15,MONTCADA I REIXAC,287627
2021-09-16,SANT JOAN DESPI,376492
2021-09-16,MONTCADA I REIXAC,287652
2021-09-16,BADALONA,845017
2021-09-16,ESPLUGUES,310696
2021-09-16,BARCELONA,156548560
2021-09-16,VILADECANS,629178
2021-09-16,SANT BOI,728658
2021-09-16,CASTELLDEFELS,628433
2021-09-16,SABADELL,126
2021-09-16,EL PAPIOL,48062
2021-09-16,LA LLAGOSTA,267
2021-09-16,SANT FELIU LL.,507813
2021-09-16,TORRELLES LLOBREGAT,59370
2021-09-16,GAVA,486504
2021-09-16,STA.COLOMA CERVELLO,26998
2021-09-16,STA.COLOMA GRAMENET,467345
2021-09-16,CERDANYOLA,390801
2021-09-16,SANT CUGAT,176
2021-09-16,MONTGAT,95648
2021-09-16,TIANA,51
2021-09-16,SANT ADRIA,355992
2021-09-16,CORNELLA,408441
2021-09-16,L'HOSPITALET LLOBR.,16960680
2021-09-16,SANT CLIMENT LLOB.,44243
2021-09-16,BEGUES,78806
2021-09-16,PALLEJA,92597
2021-09-16,LES BOTIGUES SITGES,8027
2021-09-16,BADIA,133
2021-09-16,SANT JUST DESVERN,126179
2021-09-17,EL PAPIOL,48062
2021-09-17,SANT FELIU LL.,507813
2021-09-17,SANT ADRIA,355992
2021-09-17,SABADELL,126
2021-09-17,LA LLAGOSTA,267
2021-09-17,STA.COLOMA GRAMENET,469004
2021-09-17,SANT BOI,729586
2021-09-17,VILADECANS,629206
2021-09-17,ESPLUGUES,310686
2021-09-17,CASTELLDEFELS,628450
2021-09-17,LES BOTIGUES SITGES,8027
2021-09-17,SANT JUST DESVERN,126288
2021-09-17,CERDANYOLA,390995
2021-09-17,STA.COLOMA CERVELLO,26998
2021-09-17,MONTCADA I REIXAC,287652
2021-09-17,BARCELONA,156585880
2021-09-17,BADALONA,846868
2021-09-17,SANT JOAN DESPI,376492
2021-09-17,L'HOSPITALET LLOBR.,16961652
2021-09-17,BEGUES,78806
2021-09-17,SANT CUGAT,176
2021-09-17,PALLEJA,92597
2021-09-17,TORRELLES LLOBREGAT,59370
2021-09-17,TIANA,51
2021-09-17,BADIA,133
2021-09-17,GAVA,486504
2021-09-17,SANT CLIMENT LLOB.,44243
2021-09-17,MONTGAT,95648
2021-09-17,CORNELLA,408504
2021-09-18,MONTCADA I REIXAC,287664
2021-09-18,ESPLUGUES,311234
2021-09-18,SANT FELIU LL.,507695
2021-09-18,EL PAPIOL,48062
2021-09-18,VILADECANS,629173
2021-09-18,BADALONA,846783
2021-09-18,PALLEJA,92592
2021-09-18,CASTELLDEFELS,628454
2021-09-18,STA.COLOMA GRAMENET,469185
2021-09-18,SABADELL,126
2021-09-18,BADIA,133
2021-09-18,STA.COLOMA CERVELLO,27008
2021-09-18,SANT BOI,729581
2021-09-18,CERDANYOLA,391026
2021-09-18,CORNELLA,408908
2021-09-18,LA LLAGOSTA,267
2021-09-18,SANT ADRIA,355992
2021-09-18,GAVA,486504
2021-09-18,TORRELLES LLOBREGAT,59354
2021-09-18,SANT CLIMENT LLOB.,44230
2021-09-18,MONTGAT,95648
2021-09-18,TIANA,51
2021-09-18,LES BOTIGUES SITGES,8027
2021-09-18,SANT JUST DESVERN,128134
2021-09-18,BEGUES,78806
2021-09-18,SANT CUGAT,176
2021-09-18,SANT JOAN DESPI,376492
2021-09-18,BARCELONA,156621760
2021-09-18,L'HOSPITALET LLOBR.,16977264
2021-09-19,ESPLUGUES,311234
2021-09-19,TIANA,51
2021-09-19,VILADECANS,629173
2021-09-19,SANT ADRIA,355992
2021-09-19,LA LLAGOSTA,267
2021-09-19,CORNELLA,408921
2021-09-19,STA.COLOMA CERVELLO,27008
2021-09-19,MONTCADA I REIXAC,287664
2021-09-19,BADALONA,846783
2021-09-19,CERDANYOLA,391026
2021-09-19,PALLEJA,92592
2021-09-19,SANT FELIU LL.,507695
2021-09-19,STA.COLOMA GRAMENET,469203
2021-09-19,EL PAPIOL,48062
2021-09-19,SANT BOI,729598
2021-09-19,SABADELL,126
2021-09-19,BADIA,133
2021-09-19,SANT JUST DESVERN,128134
2021-09-19,CASTELLDEFELS,628454
2021-09-19,L'HOSPITALET LLOBR.,16977330
2021-09-19,BARCELONA,156622140
2021-09-19,SANT JOAN DESPI,376492
2021-09-19,SANT CUGAT,176
2021-09-19,MONTGAT,95648
2021-09-19,BEGUES,78806
2021-09-19,GAVA,486504
2021-09-19,TORRELLES LLOBREGAT,59354
2021-09-19,SANT CLIMENT LLOB.,44230
2021-09-19,LES BOTIGUES SITGES,8027
2021-09-20,LA LLAGOSTA,267
2021-09-20,BADIA,133
2021-09-20,STA.COLOMA CERVELLO,27008
2021-09-20,SANT ADRIA,355992
2021-09-20,L'HOSPITALET LLOBR.,16977438
2021-09-20,SABADELL,126
2021-09-20,EL PAPIOL,48062
2021-09-20,STA.COLOMA GRAMENET,469209
2021-09-20,SANT FELIU LL.,507695
2021-09-20,PALLEJA,92592
2021-09-20,ESPLUGUES,311254
2021-09-20,CORNELLA,408921
2021-09-20,VILADECANS,629173
2021-09-20,TIANA,51
2021-09-20,BADALONA,846783
2021-09-20,SANT CLIMENT LLOB.,44230
2021-09-20,SANT CUGAT,176
2021-09-20,LES BOTIGUES SITGES,8027
2021-09-20,SANT JUST DESVERN,128134
2021-09-20,BEGUES,78806
2021-09-20,CERDANYOLA,391026
2021-09-20,MONTCADA I REIXAC,287678
2021-09-20,TORRELLES LLOBREGAT,59354
2021-09-20,GAVA,486518
2021-09-20,SANT JOAN DESPI,376492
2021-09-20,BARCELONA,156626480
2021-09-20,CASTELLDEFELS,628454
2021-09-20,SANT BOI,729598
2021-09-20,MONTGAT,95662
2021-09-21,BARCELONA,156700850
2021-09-21,SANT JUST DESVERN,128134
2021-09-21,SANT JOAN DESPI,376504
2021-09-21,SANT CUGAT,176
2021-09-21,LES BOTIGUES SITGES,8027
2021-09-21,BEGUES,78806
2021-09-21,MONTGAT,96220
2021-09-21,MONTCADA I REIXAC,287701
2021-09-21,CERDANYOLA,391455
2021-09-21,TORRELLES LLOBREGAT,59354
2021-09-21,SANT BOI,730015
2021-09-21,GAVA,486496
2021-09-21,STA.COLOMA CERVELLO,27008
2021-09-21,EL PAPIOL,48062
2021-09-21,SANT FELIU LL.,507695
2021-09-21,SANT ADRIA,356000
2021-09-21,L'HOSPITALET LLOBR.,16978062
2021-09-21,LA LLAGOSTA,267
2021-09-21,CASTELLDEFELS,628723
2021-09-21,STA.COLOMA GRAMENET,469181
2021-09-21,SABADELL,126
2021-09-21,CORNELLA,408818
2021-09-21,TIANA,51
2021-09-21,ESPLUGUES,311244
2021-09-21,VILADECANS,628964
2021-09-21,BADALONA,848504
2021-09-21,PALLEJA,92592
2021-09-21,SANT CLIMENT LLOB.,44243
2021-09-21,BADIA,133
2021-09-22,L'HOSPITALET LLOBR.,16978404
2021-09-22,CORNELLA,408700
2021-09-22,MONTGAT,96220
2021-09-22,SANT ADRIA,356047
2021-09-22,TIANA,51
2021-09-22,BADALONA,848966
2021-09-22,PALLEJA,92592
2021-09-22,BEGUES,78880
2021-09-22,SANT CLIMENT LLOB.,44228
2021-09-22,LES BOTIGUES SITGES,8027
2021-09-22,BADIA,133
2021-09-22,SANT JUST DESVERN,129812
2021-09-22,SANT JOAN DESPI,376518
2021-09-22,CASTELLDEFELS,628702
2021-09-22,SANT CUGAT,176
2021-09-22,BARCELONA,156870370
2021-09-22,VILADECANS,630309
2021-09-22,ESPLUGUES,311954
2021-09-22,SANT FELIU LL.,507698
2021-09-22,MONTCADA I REIXAC,287701
2021-09-22,CERDANYOLA,391458
2021-09-22,TORRELLES LLOBREGAT,59291
2021-09-22,STA.COLOMA GRAMENET,469243
2021-09-22,SABADELL,126
2021-09-22,SANT BOI,730005
2021-09-22,LA LLAGOSTA,267
2021-09-22,EL PAPIOL,48062
2021-09-22,STA.COLOMA CERVELLO,27008
2021-09-22,GAVA,486490
2021-09-23,LES BOTIGUES SITGES,8027
2021-09-23,L'HOSPITALET LLOBR.,16978908
2021-09-23,SANT JUST DESVERN,130323
2021-09-23,SANT CLIMENT LLOB.,44228
2021-09-23,PALLEJA,92579
2021-09-23,BADIA,133
2021-09-23,SANT CUGAT,176
2021-09-23,BEGUES,78880
2021-09-23,MONTGAT,96220
2021-09-23,TIANA,51
2021-09-23,TORRELLES LLOBREGAT,59291
2021-09-23,GAVA,486490
2021-09-23,SANT FELIU LL.,507700
2021-09-23,SANT ADRIA,356047
2021-09-23,SABADELL,126
2021-09-23,EL PAPIOL,48062
2021-09-23,CORNELLA,408714
2021-09-23,STA.COLOMA GRAMENET,469211
2021-09-23,STA.COLOMA CERVELLO,27608
2021-09-23,CERDANYOLA,391433
2021-09-23,MONTCADA I REIXAC,287700
2021-09-23,LA LLAGOSTA,267
2021-09-23,SANT JOAN DESPI,376542
2021-09-23,BADALONA,848984
2021-09-23,BARCELONA,157026830
2021-09-23,SANT BOI,730048
2021-09-23,ESPLUGUES,312539
2021-09-23,CASTELLDEFELS,628605
2021-09-23,VILADECANS,632685
2021-09-24,BARCELONA,157132420
2021-09-24,SANT CLIMENT LLOB.,44228
2021-09-24,TORRELLES LLOBREGAT,59291
2021-09-24,GAVA,487688
2021-09-24,MONTGAT,96220
2021-09-24,TIANA,51
2021-09-24,LES BOTIGUES SITGES,8027
2021-09-24,SANT JOAN DESPI,376522
2021-09-24,BEGUES,78880
2021-09-24,BADIA,133
2021-09-24,SANT CUGAT,176
2021-09-24,SANT JUST DESVERN,130302
2021-09-24,STA.COLOMA CERVELLO,27608
2021-09-24,PALLEJA,92564
2021-09-24,VILADECANS,632686
2021-09-24,EL PAPIOL,48062
2021-09-24,SANT FELIU LL.,507700
2021-09-24,MONTCADA I REIXAC,287727
2021-09-24,L'HOSPITALET LLOBR.,16978956
2021-09-24,ESPLUGUES,315224
2021-09-24,BADALONA,851499
2021-09-24,SABADELL,126
2021-09-24,STA.COLOMA GRAMENET,470050
2021-09-24,CERDANYOLA,391428
2021-09-24,CASTELLDEFELS,628601
2021-09-24,SANT BOI,729932
2021-09-24,SANT ADRIA,355985
2021-09-24,CORNELLA,408731
2021-09-24,LA LLAGOSTA,267
2021-09-25,MONTGAT,96220
2021-09-25,SANT CUGAT,176
2021-09-25,BARCELONA,157132100
2021-09-25,SANT JOAN DESPI,376522
2021-09-25,SANT JUST DESVERN,130302
2021-09-25,L'HOSPITALET LLOBR.,16978956
2021-09-25,GAVA,487688
2021-09-25,BEGUES,78880
2021-09-25,LES BOTIGUES SITGES,8027
2021-09-25,TORRELLES LLOBREGAT,59291
2021-09-25,SANT CLIMENT LLOB.,44228
2021-09-25,TIANA,51
2021-09-25,ESPLUGUES,315224
2021-09-25,VILADECANS,632675
2021-09-25,CORNELLA,408731
2021-09-25,STA.COLOMA CERVELLO,27608
2021-09-25,BADALONA,851632
2021-09-25,SANT FELIU LL.,507700
2021-09-25,CERDANYOLA,391437
2021-09-25,EL PAPIOL,48062
2021-09-25,MONTCADA I REIXAC,287819
2021-09-25,SABADELL,126
2021-09-25,PALLEJA,92564
2021-09-25,STA.COLOMA GRAMENET,470094
2021-09-25,CASTELLDEFELS,628608
2021-09-25,BADIA,133
2021-09-25,SANT ADRIA,355985
2021-09-25,LA LLAGOSTA,267
2021-09-25,SANT BOI,729948
2021-09-26,TIANA,51
2021-09-26,BADALONA,851632
2021-09-26,ESPLUGUES,315224
2021-09-26,VILADECANS,632675
2021-09-26,SANT ADRIA,355985
2021-09-26,SANT FELIU LL.,507700
2021-09-26,CORNELLA,408731
2021-09-26,PALLEJA,92564
2021-09-26,LA LLAGOSTA,267
2021-09-26,BADIA,133
2021-09-26,CERDANYOLA,391437
2021-09-26,EL PAPIOL,48062
2021-09-26,L'HOSPITALET LLOBR.,16978956
2021-09-26,SABADELL,126
2021-09-26,TORRELLES LLOBREGAT,59291
2021-09-26,STA.COLOMA CERVELLO,27608
2021-09-26,STA.COLOMA GRAMENET,470126
2021-09-26,BARCELONA,157132440
2021-09-26,SANT JOAN DESPI,376522
2021-09-26,MONTGAT,96220
2021-09-26,MONTCADA I REIXAC,287819
2021-09-26,SANT BOI,729948
2021-09-26,GAVA,487688
2021-09-26,CASTELLDEFELS,628608
2021-09-26,SANT JUST DESVERN,130302
2021-09-26,SANT CUGAT,176
2021-09-26,LES BOTIGUES SITGES,8027
2021-09-26,SANT CLIMENT LLOB.,44228
2021-09-26,BEGUES,78880
2021-09-27,SANT BOI,729948
2021-09-27,MONTGAT,96234
2021-09-27,GAVA,487718
2021-09-27,MONTCADA I REIXAC,287819
